,headline,abstract,date,category,emotion,source,links,sentiment,Emotion,reportCountry
73,Trump Administration Restricts Entry Into U.S. From China,The travel disruption sent shocks through the stock market and,2020/1/31,covid-19,-1,nytimes,https://www.nytimes.com/2020/01/31/business/china-travel-coronavirus.html,0,-0.8,1
75,China Increasingly Walled Off as Countries Seek to Stem Coronavirus,The number of deaths from the virus outbreak rose to,2020/2/1,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/01/world/asia/china-coronavirus-us-australia.html,0,-0.8,1
76,Stocks Sink as Markets Open in China,"As the overall death toll passed 360, a quarantine is",2020/2/2,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/02/world/asia/china-coronavirus.html,0,-0.8,1
213,¡®Gracias China!!!¡¯,While the U.S. leadership in Latin America is being called,2020/4/21,politics ,1,nytimes,https://www.nytimes.com/2020/04/21/opinion/china-latin-america-covid.html,0,0.8,1
79,OPEC Scrambles to React to Falling Oil Demand From China,"As the coronavirus hits China¡¯s economy, threatening fuel demand, policymakers",2020/2/3,business ,-1,nytimes,https://www.nytimes.com/2020/02/03/business/energy-environment/china-oil-opec.html,0,-0.8,1
81,Beijing Sees ¡®Major Test¡¯ as Doors to China Close and Coronavirus Deaths Surpass SARS,The number of dead is likely to grow as the,2020/2/3,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/03/world/asia/coronavirus-deaths-sars.html,0,-0.8,1
88,Wuhan Rounds Up the Infected as Death Toll in China Jumps,Health officials are focusing on faster diagnoses of the coronavirus.,2020/2/6,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/06/world/asia/coronavirus-china.html,0,-0.8,1
91,China Tightens Wuhan Lockdown in ¡®Wartime¡¯ Battle With Coronavirus,With infections doubling every four days and more than 600,2020/2/6,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/06/world/asia/coronavirus-china-wuhan-quarantine.html,0,-0.8,1
218,E.U. Waters Down Report on China¡¯s Coronavirus Propaganda,Belgium said it would start gradually lifting lockdown measures in,2020/4/24,covid-19,0,nytimes,https://www.nytimes.com/2020/04/24/world/coronavirus-world-tracker.html,-0.127777778,-0.127777778,1
219,"Frantic for Coronavirus Gear, Americans in Need Turn to China¡¯s Elite",People and companies with vested interest in sustaining the U.S.-China,2020/4/24,covid-19,1,nytimes,https://www.nytimes.com/2020/04/24/business/us-china-coronavirus-donations.html,0,0.8,1
220,"Pressured by China, E.U. Softens Report on Covid-19 Disinformation",A revised report shows how Beijing reacts swiftly and effectively,2020/4/24,covid-19,1,nytimes,https://www.nytimes.com/2020/04/24/world/europe/disinformation-china-eu-coronavirus.html,0,0.8,1
221,Marc Benioff¡¯s $25 Million Blitz to Buy Protective Gear From China,A call from a university chancellor set in motion a,2020/4/28,business ,0,nytimes,https://www.nytimes.com/2020/04/28/business/coronavirus-marc-benioff-salesforce.html,0,0,1
222,Coronavirus Diplomacy: How China¡¯s Red Cross Serves the Communist Party,The Red Cross in China seems like any other humanitarian,2020/4/28,covid-19,1,nytimes,https://www.nytimes.com/2020/04/28/world/asia/coronavirus-china-red-cross.html,0,0.8,1
223,China¡¯s Factories Are Back. Its Consumers Aren¡¯t.,The manufacturing giant is once again turning out steel and,2020/4/28,business ,0,nytimes,https://www.nytimes.com/2020/04/28/business/china-coronavirus-economy.html,0,0,1
224,"China¡¯s Economy, India¡¯s Lockdown, Joe Biden: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/4/28,business ,0,nytimes,https://www.nytimes.com/2020/04/28/briefing/china-consumers-india-modi-2020-biden.html,0,0,1
225,China Mounts Aggressive Defense to Calls for Coronavirus Compensation,Beijing has adopted a ¡°no-holds barred¡± diplomatic push to quash,2020/4/28,covid-19,1,nytimes,https://www.nytimes.com/2020/04/28/world/asia/coronavirus-china-compensation.html,0,0.8,1
226,"Seeking Real Voices in China, Despite Censorship and Fear","Subjects get nervous. Interviews can end quickly. Still, one Times",2020/4/29,society   ,0,nytimes,https://www.nytimes.com/2020/04/29/insider/china-reporter-expelled.html,0.2,0.2,1
227,"China Sets Date for Congress, Signaling Coronavirus Is Under Control",The Communist Party is eager to use its most important,2020/4/29,covid-19,1,nytimes,https://www.nytimes.com/2020/04/29/business/china-coronavirus-congress.html,0,0.8,1
93,U.S. to Start Trade Talks With Kenya to Counter China¡¯s Influence,A deal would have a limited impact on the American,2020/2/6,politics ,-1,nytimes,https://www.nytimes.com/2020/02/06/business/economy/trump-kenya-trade-talks.html,0,-0.8,1
96,"An American Dies From the Virus in Wuhan, China","American officials say that for weeks, China has ignored all",2020/2/7,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/07/world/asia/coronavirus-china.html,0,-0.8,1
97,Widespread Outcry in China Over Death of Coronavirus Doctor,"The doctor, Li Wenliang, had been silenced by the police",2020/2/7,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/07/business/china-coronavirus-doctor-death.html,0,-0.8,1
98,"From Starbucks to FedEx, Coronavirus Upends Businesses That Depend on China","The virus outbreak has rattled the global economy, disrupting supply",2020/2/7,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/07/business/coronavirus-business-impact.html,0,-0.8,1
99,U.S. Divided Over Chinese Drone Bans,The Interior Department grounded its fleet over national security concerns.,2020/2/7,military ,-1,nytimes,https://www.nytimes.com/2020/02/07/technology/us-china-drone-ban.html,0,-0.8,1
100,¡®Should We Leave?¡¯ Life in China Under Coronavirus Lockdown,"We¡¯ve stopped changing out of our pajamas, and the days",2020/2/7,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/07/opinion/sunday/china-coronavirus.html,0,-0.8,1
102,"Deaths in China From Coronavirus Reach 811, Surpassing SARS Toll","The number of confirmed infections rose to 37,198, most of",2020/2/8,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/08/world/asia/coronavirus-china.html,0,-0.8,1
235,"Ji Chaozhu, Interpreter for China During Nixon¡¯s Trip, Dies at 90","With his flawless English, he sometimes translated for both American",2020/5/5,society ,0,nytimes,https://www.nytimes.com/2020/05/05/world/asia/ji-chaozhu-interpreter-for-china-during-nixons-trip-dies-at-90.html,0,0,1
103,Deaths in China Surpass Toll From SARS,More than 900 people have died from the new virus,2020/2/9,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/09/world/asia/coronavirus-china.html,0,-0.8,1
107,¡®Like Europe in Medieval Times¡¯: Virus Slows China¡¯s Economy,Workers can¡¯t return to their jobs as supply lines get,2020/2/10,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/10/business/china-coronavirus-economy.html,0,-0.8,1
114,"As Virus Tightens Grip on China, the Art World Feels the Squeeze","Movie theaters have closed, art fairs have been canceled and",2020/2/13,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/13/arts/coronavirus-art-market.html,0,-0.8,1
239,U.S. Hits Back at China With New Visa Restrictions on Journalists,The Trump administration is imposing 90-day limits on work visas,2020/5/9,politics ,0,nytimes,https://www.nytimes.com/2020/05/09/us/politics/china-journalists-us-visa-crackdown.html,0.068181818,0.068181818,1
240,"China Flare-up, Taiwan, Bangkok Pet Salons: Your Monday Briefing",Here¡¯s what you need to know.,2020/5/10,covid-19,0,nytimes,https://www.nytimes.com/2020/05/10/briefing/china-south-korea-taiwan-coronavirus.html,0,0,1
116,"U.S. Charges Huawei With Racketeering, Adding Pressure on China",The indictment is the Trump administration¡¯s latest move in its,2020/2/13,tech,-1,nytimes,https://www.nytimes.com/2020/02/13/technology/huawei-racketeering-wire-fraud.html,0,-0.8,1
242,"U.S. to Accuse China of Trying to Hack Vaccine Data, as Virus Redirects Cyberattacks",Iran and other nations are also looking to steal data,2020/5/10,covid-19,0,nytimes,https://www.nytimes.com/2020/05/10/us/politics/coronavirus-china-cyber-hacking.html,0,0,1
243,China Is Defensive. The U.S. Is Absent. Can the Rest of the World Fill the Void?,Smaller countries like Australia are trying to build a new,2020/5/11,politics ,1,nytimes,https://www.nytimes.com/2020/05/11/world/australia/coronavirus-china-inquiry.html,0,0.8,1
244,"Eating in Xi¡¯an, Where Wheat and Lamb Speak to China¡¯s Varied Palate","In the city¡¯s Muslim Quarter, meals are a celebration of",2020/5/11,culture,1,nytimes,https://www.nytimes.com/2020/05/11/t-magazine/xian-china-food.html,0,0.8,1
117,The N.B.A. and China Are Showing Signs of Reconciliation,"They have been at odds since October, but the tension",2020/2/14,society ,-1,nytimes,https://www.nytimes.com/2020/02/14/sports/nba-china-hong-kong-protests.html,0,-0.8,1
246,Federal Retirement Fund Halts Planned China Investment Under Pressure,The change in plans for the $600 billion Thrift Savings,2020/5/13,business ,0,nytimes,https://www.nytimes.com/2020/05/13/business/economy/china-tsp-federal-retirement-fund.html,0,0,1
247,China¡¯s ¡®OK Boomer¡¯: Generations Clash Over the Nation¡¯s Future,A commercial extolling Chinese youths has set off a debate,2020/5/14,business ,0,nytimes,https://www.nytimes.com/2020/05/14/technology/china-bilibili-generation-youth.html,0,0,1
118,"China¡¯s Doctors, Fighting the Coronavirus, Beg for Masks",Confronting a viral epidemic with a scant supply of protective,2020/2/14,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/14/world/asia/china-coronavirus-doctors.html,0,-0.8,1
120,Trump Administration Considering Halting Sales of Aircraft Parts to China,The review is part of a broader effort to restrict,2020/2/16,tech,-1,nytimes,https://www.nytimes.com/2020/02/15/business/economy/trump-administration-aircraft-china.html,0,-0.8,1
122,Trump Effort to Keep U.S. Tech Out of China Alarms American Firms,The administration wants to protect national security by restricting the,2020/2/16,tech,-1,nytimes,https://www.nytimes.com/2020/02/16/business/economy/us-china-technology.html,0,-0.8,1
251,Why I¡¯ve Stopped Telling People I¡¯m Not Chinese,"When confronted with racism toward anyone, our instinct should be",2020/5/15,society   ,0,nytimes,https://www.nytimes.com/2020/05/15/opinion/coronavirus-chinese-asian-racism.html,0,0,1
252,"China Virus Cluster, Yemen, Cirque du Soleil: Your Monday Briefing",Here¡¯s what you need to know.,2020/5/17,covid-19,0,nytimes,https://www.nytimes.com/2020/05/17/briefing/china-coronavirus-afghanistan-yemen-cirque-du-soleil.html,0,0,1
127,Trump Contradicts Advisers on China Technology Fears,"The president, in a series of tweets, said the U.S.",2020/2/18,tech,-1,nytimes,https://www.nytimes.com/2020/02/18/us/politics/trump-contradicts-advisers-china-technology.html,0,-0.8,1
129,"On Tour, Pompeo Courts Africa, to Counter China","Secretary of State Mike Pompeo, on his first visit to",2020/2/18,politics ,-1,nytimes,https://www.nytimes.com/2020/02/18/world/africa/pompeo-africa.html,0,-0.8,1
255,"Yu Lihua, 90, Dies; Writer Spoke to ¡®Rootless¡¯ Chinese ¨¦migr¨¦s",In her fiction she depicted ¡°the struggle of Chinese immigrants,2020/5/19,society ,1,nytimes,https://www.nytimes.com/2020/05/19/world/asia/yu-lihua-90-dies-writer-spoke-to-rootless-chinese-emigres.html,0,0.8,1
133,Coronavirus Worsens U.S.-China Ties and Bolsters Hawks in Washington,But if hard-liners in the U.S. administration were hoping for,2020/2/19,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/19/world/asia/us-china-coronavirus.html,0,-0.8,1
134,"Inside The Wall Street Journal, Tensions Rise Over ¡®Sick Man¡¯ China Headline",After China announced the expulsion of three of the paper¡¯s,2020/2/23,politics ,-1,nytimes,https://www.nytimes.com/2020/02/22/business/media/wall-street-journal-sick-man-china-headline.html,0,-0.8,1
258,¡®Lucky Grandma¡¯ Review: Mean Streets of Chinatown,"In Sasie Sealy¡¯s darkly funny mafia thriller, the veteran actress",2020/5/21,society ,0,nytimes,https://www.nytimes.com/2020/05/21/movies/lucky-grandma.html,-0.3125,-0.3125,1
135,"For China¡¯s Overwhelmed Doctors, an Understanding Voice Across the Ocean","Erjing Cui, a Seattle psychotherapist, volunteers for Yong Xin Kang",2020/2/24,society ,-1,nytimes,https://www.nytimes.com/2020/02/23/world/asia/china-coronavirus-hotline.html,0,-0.8,1
260,"China, Faced With Challenges, Mounts Show of Strength at Congress Session",Beijing broke with precedent in abandoning an annual growth target,2020/5/22,politics ,1,nytimes,https://www.nytimes.com/2020/05/21/business/economy/coronavirus-china-economy.html,0,0.8,1
261,U.K. to Quarantine All Incoming Air Travelers; a Chinese Coronavirus Vaccine Shows Promise,"Immunizations are falling because of pandemic disruptions, raising fears of",2020/5/22,covid-19,0,nytimes,https://www.nytimes.com/2020/05/22/world/live-coronavirus-world-cases.html,0,0,1
136,Trump Administration Considers Punishing Chinese News Organizations,U.S. officials said they were looking at ways to retaliate,2020/2/25,politics,-1,nytimes,https://www.nytimes.com/2020/02/24/us/politics/trump-punishing-china-journalists.html,0,-0.8,1
138,"Virus Disrupts China¡¯s Shipping, and World Ports Feel the Impact","Even where factories are back in operation, getting freight to",2020/2/27,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/27/business/economy/china-coronavirus-shipping-ports.html,0,-0.8,1
140,"China Spins Coronavirus Crisis, Hailing Itself as a Global Leader",The propaganda push suggests the Chinese government might be worried,2020/2/28,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/28/world/asia/china-coronavirus-response-propaganda.html,0,-0.8,1
265,Germany¡¯s Lessons for China and America,Better to love your country with a broken heart than,2020/5/22,politics ,0,nytimes,https://www.nytimes.com/2020/05/22/opinion/coronavirus-germany-china-america.html,0,0,1
266,"Churches, China, Memorial Day: Your Friday Evening Briefing",Here¡¯s what you need to know at the end of,2020/5/22,society ,0,nytimes,https://www.nytimes.com/2020/05/22/briefing/churches-china-memorial-day.html,0,0,1
267,China Deploys Propaganda Machine to Defend Move Against Hong Kong,State-run news media depicted the proposed national security laws as,2020/5/23,military ,0,nytimes,https://www.nytimes.com/2020/05/23/world/asia/china-hong-kong-propaganda.html,-0.1,-0.1,1
268,Why China¡¯s Move to Rein In Hong Kong Is Just the Start,"Xi Jinping¡¯s China, emboldened by its handling of the coronavirus",2020/5/24,politics,1,nytimes,https://www.nytimes.com/2020/05/24/world/asia/china-hong-kong-taiwan.html,0,0.8,1
269,Coronavirus Threatens China¡¯s Devotion to Chopsticks and Sharing Food,"Faced with the spread of the coronavirus, the government is",2020/5/25,covid-19,0,nytimes,https://www.nytimes.com/2020/05/25/world/asia/china-coronavirus-chopsticks.html,0,0,1
270,"China¡¯s Workers, Hong Kong Protests, SpaceX Launch: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/5/26,politics(hongkong) ,0,nytimes,https://www.nytimes.com/2020/05/26/briefing/china-economy-hong-kong-protests-spacex.html,0,0,1
271,"China¡¯s Workers, Boris Johnson, SpaceX Launch: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/5/27,society   ,0,nytimes,https://www.nytimes.com/2020/05/27/briefing/china-workers-boris-johnson-spacex-launch.html,0,0,1
141,U.S. Limits Chinese Staff at News Agencies Controlled by Beijing,The new rule could effectively force 60 Chinese citizens to,2020/3/2,politics,-1,nytimes,https://www.nytimes.com/2020/03/02/world/asia/china-journalists-diplomats-expulsion.html,0,-0.8,1
144,Senator Rick Scott: ¡®Communist China Cannot Be Trusted¡¯,The Florida Republican takes strong issue with an Op-Ed article,2020/3/3,politics ,-1,nytimes,https://www.nytimes.com/2020/03/03/opinion/letters/china-coronavirus.html,0,-0.8,1
145,¡®A Slap in the Face¡¯: Chinese Readers Share Their Coronavirus Stories,One wrote about being asked to move out by a,2020/3/4,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/04/world/asia/coronavirus-chinese-readers-react.html,0,-0.8,1
148,U.S.-Backed Candidate for Global Tech Post Beats China¡¯s Nominee,Daren Tang of Singapore easily won the nomination to take,2020/3/4,politics ,-1,nytimes,https://www.nytimes.com/2020/03/04/business/economy/un-world-intellectual-property-organization.html,0,-0.8,1
276,Trump Speaks on China. Markets Rise,The latest on stock market and business news during the,2020/5/29,business ,0,nytimes,https://www.nytimes.com/2020/05/29/business/stock-market-today-coronavirus.html,0,0,1
149,How a Dating App Helped a Generation of Chinese Come Out of the Closet,"Blued, one of the biggest gay dating apps in the",2020/3/5,society ,-1,nytimes,https://www.nytimes.com/2020/03/05/magazine/blued-china-gay-dating-app.html,0,-0.8,1
157,China Bought the West Time. The West Squandered It.,Why did so many countries watch the epidemic unfold for,2020/3/13,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/13/opinion/china-response-china.html,0,-0.8,1
158,China Spins Tale That the U.S. Army Started the Coronavirus Epidemic,"After criticizing American officials for politicizing the pandemic, Chinese officials",2020/3/13,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/13/world/asia/coronavirus-china-conspiracy-theory.html,0,-0.8,1
159,"The World Needs Masks. China Makes Them, but Has Been Hoarding Them.","As China grappled with the coronavirus, it kept the masks",2020/3/13,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/13/business/masks-china-coronavirus.html,0,-0.8,1
281,U.S. and Chinese Scientists Trace Evolution of Coronaviruses in Bats,Researchers whose canceled U.S. grant caused an outcry from other,2020/6/1,covid-19,0,nytimes,https://www.nytimes.com/2020/06/01/science/coronavirus-bats-wuhan.html,0,0,1
160,U.S. Weighs Tariff Relief but Some Fear China Will Take Advantage,Politicians and business groups are sharply divided on what to,2020/3/15,business ,-1,nytimes,https://www.nytimes.com/2020/03/15/business/economy/us-china-tariffs-coronavirus.html,0,-0.8,1
162,China Announces That It Will Expel American Journalists,The announcement comes weeks after President Trump limited the number,2020/3/17,politics,-1,nytimes,https://www.nytimes.com/2020/03/17/business/media/china-expels-american-journalists.html,0,-0.8,1
169,"Trump Defends Using ¡®Chinese Virus¡¯ Label, Ignoring Growing Criticism","¡°It¡¯s not racist at all,¡± the president said. But experts",2020/3/18,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/18/us/politics/china-virus.html,0,-0.8,1
173,They Fled Coronavirus in Europe. Border Agents Asked if They¡¯d Visited China or Iran.,Americans returning from Italy and Spain say border control officials,2020/3/19,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/19/health/coronavirus-travel-ban.html,0,-0.8,1
286,China Doesn¡¯t Want a New World Order. It Wants This One.,Why would China go to the trouble of capsizing the,2020/6/4,politics,0,nytimes,https://www.nytimes.com/2020/06/04/opinion/china-america-united-nations.html,0.168181818,0.168181818,1
287,"North Korea Lashes Out at U.S., Saying China Is Eclipsing It","The North compared the United States to a setting sun,",2020/6/4,politics,0,nytimes,https://www.nytimes.com/2020/06/04/world/asia/north-korea-united-states-china.html,0,0,1
174,"Chinese Copper, Italian Marble: Coronavirus Shipping Delays Hurt Developers",Work on residential and commercial projects is slowing as materials,2020/3/20,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/20/business/coronavirus-construction.html,0,-0.8,1
177,Coronavirus Drives the U.S. and China Deeper Into Global Power Struggle,Many experts warn that an international health and economic crisis,2020/3/22,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/22/us/politics/coronavirus-us-china.html,0,-0.8,1
179,"Spit On, Yelled At, Attacked: Chinese-Americans Fear for Their Safety",As bigots blame them for the coronavirus and President Trump,2020/3/23,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/23/us/chinese-coronavirus-racist-attacks.html,0,-0.8,1
291,"Behind China¡¯s Twitter Campaign, a Murky Supporting Chorus",Swarms of accounts are amplifying Beijing¡¯s brash new messaging as,2020/6/8,society ,0,nytimes,https://www.nytimes.com/2020/06/08/technology/china-twitter-disinformation.html,-0.075,-0.075,1
181,3 Newspapers Ask China to Reverse Decision to Expel American Journalists,"The publishers of The New York Times, The Wall Street",2020/3/24,politics,-1,nytimes,https://www.nytimes.com/2020/03/24/business/media/china-journalists-newspapers.html,0,-0.8,1
293,A U.S. Secret Weapon in A.I.: Chinese Talent,New research shows scientists educated in China help American firms,2020/6/9,tech,1,nytimes,https://www.nytimes.com/2020/06/09/technology/china-ai-research-education.html,-0.2,0.76,1
184,U.S. Officials Push for Expelling Suspected Chinese Spies at Media Outlets,Trump administration officials are discussing taking action after China said,2020/3/26,politics,-1,nytimes,https://www.nytimes.com/2020/03/26/us/politics/coronavirus-china-spies.html,0,-0.8,1
295,China¡¯s Street Vendor Push Ignites a Debate: How Rich Is It?,The premier¡¯s suggestion to empower a ¡°stall economy¡± and focus,2020/6/11,business,0,nytimes,https://www.nytimes.com/2020/06/11/business/china-street-vendors-stall-economy.html,0.375,0.375,1
185,"As Virus Spreads, China and Russia See Openings for Disinformation",The two powers amplify discredited conspiracy theories and sow division,2020/3/28,covid-19,-1,nytimes,https://www.nytimes.com/2020/03/28/us/politics/china-russia-coronavirus-disinformation.html,0,-0.8,1
191,China Pushes for Quiet Burials as Coronavirus Death Toll Is Questioned,Officials are ?trying to curb expressions of grief and control,2020/4/3,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/03/world/asia/coronavirus-china-grief-deaths.html,0,-0.8,1
195,"Coronavirus Strands China¡¯s Students, in a Dilemma for Beijing",The government fears returnees who have been studying abroad could,2020/4/5,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/05/world/asia/coronavirus-china-students.html,0,-0.8,1
196,"Chinese-Americans, Facing Abuse, Unite to Aid Hospitals in Coronavirus Battle",Although many have weathered racist remarks and some physical attacks,2020/4/5,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/05/nyregion/coronavirus-chinese-americans-supplies.html,0,-0.8,1
199,"While the World Spends on Coronavirus Bailouts, China Holds Back","Beijing has tried to protect jobs and spur lending, but",2020/4/9,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/09/business/economy/coronavirus-china-economy-stimulus.html,0,-0.8,1
201,China Delays Mask and Ventilator Exports After Quality Complaints,"Chinese customs officials, facing accusations from Europe that some medical",2020/4/11,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/11/business/china-mask-exports-coronavirus.html,0,-0.8,1
302,Fears for Volvo Expose Sour Turn in Sweden¡¯s Ties With China,When a Chinese manufacturer swept in to save the Swedish,2020/6/14,politics,0,nytimes,https://www.nytimes.com/2020/06/14/world/europe/sweden-china-volvo.html,-0.15,-0.15,1
303,"As Meat Plants Stayed Open to Feed Americans, Exports to China Surged","While lobbying to keep operating during the pandemic, the U.S.",2020/6/16,business,0,nytimes,https://www.nytimes.com/2020/06/16/business/meat-industry-china-pork.html,0,0,1
203,China¡¯s ¡®Donation Diplomacy¡¯ Raises Tensions With U.S.,New regulations in China are delaying its shipments of medical,2020/4/14,politics ,-1,nytimes,https://www.nytimes.com/2020/04/14/us/politics/coronavirus-china-trump-donation.html,0,-0.8,1
305,"Chinese Surveillance, Bolton Book, North Korea: Your Thursday Briefing",Here¡¯s what you need to know.,2020/6/17,society,0,nytimes,https://www.nytimes.com/2020/06/17/briefing/chinese-surveillance-bolton-book.html,0,0,1
205,"As Coronavirus Fades in China, Nationalism and Xenophobia Flare","Now that the pandemic is raging outside China¡¯s borders, foreigners",2020/4/16,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/16/world/asia/coronavirus-china-nationalism.html,0,-0.8,1
208,China Raises Coronavirus Death Toll by 50% in Wuhan,Officials facing skepticism about their credibility also bumped up their,2020/4/17,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/17/world/asia/china-wuhan-coronavirus-death-toll.html,0,-0.8,1
210,China¡¯s Aggressive Diplomacy Weakens Xi Jinping¡¯s Global Standing,"In the past week officials in France, Britain and nearly",2020/4/17,politics ,-1,nytimes,https://www.nytimes.com/2020/04/17/world/asia/coronavirus-china-xi-jinping.html,0,-0.8,1
211,A Key G.O.P. Strategy: Blame China. But Trump Goes Off Message.,Republicans increasingly believe that elevating China¡¯s culpability for spreading the,2020/4/18,politics ,-1,nytimes,https://www.nytimes.com/2020/04/18/us/politics/trump-china-virus.html,0,-0.8,1
212,The U.S. Tried to Teach China a Lesson About the Media. It Backfired.,American journalists were showing the world the devastating effects of,2020/4/20,military ,-1,nytimes,https://www.nytimes.com/2020/04/19/business/media/coronavirus-us-china-journalists.html,0,-0.8,1
311,The Biggest Obstacle to China Policy: President Trump,Overseeing chaotic actions is a president whose goal with Beijing,2020/6/18,politics,1,nytimes,https://www.nytimes.com/2020/06/18/us/politics/trump-china-bolton.html,0,0.8,1
214,U.S. Warships Enter Disputed Waters of South China Sea as Tensions With China Escalate,The move comes as a war of words between the,2020/4/21,military ,-1,nytimes,https://www.nytimes.com/2020/04/21/world/asia/coronavirus-south-china-sea-warships.html,0,-0.8,1
216,"Chinese Agents Helped Spread Messages That Sowed Virus Panic in U.S., Officials Say",American officials were alarmed by fake text messages and social,2020/4/22,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/22/us/politics/coronavirus-china-disinformation.html,0,-0.8,1
228,Chinese Coffee Chain¡¯s Scandal Renews U.S. Calls for Oversight,The implosion of a Chinese competitor to Starbucks has bolstered,2020/4/30,society   ,-1,nytimes,https://www.nytimes.com/2020/04/30/business/luckin-coffee-china-fraud-wall-street.html,0,-0.8,1
230,Pompeo Blames Wuhan Lab for Coronavirus As Backlash Against China Grows,"European plans for reopening have prompted protests and sown confusion,",2020/5/3,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/03/world/coronavirus-news.html,0,-0.8,1
231,Global Backlash Builds Against China Over Coronavirus,"As calls for inquiries and reparations spread, Beijing has responded",2020/5/3,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/03/world/europe/backlash-china-coronavirus.html,0,-0.8,1
317,"China¡¯s Man in Washington, Named Trump","Our president is bolstering a nation, but it¡¯s not the",2020/6/20,politics,0,nytimes,https://www.nytimes.com/2020/06/20/opinion/sunday/trump-china-john-bolton-book.html,0,0,1
318,"U.S.-China Feud, Hong Kong, Bullfighting: Your Monday Briefing",Here¡¯s what you need to know.,2020/6/21,politics(hongkong),0,nytimes,https://www.nytimes.com/2020/06/21/briefing/us-china-coronavirus-hong-kong-japan.html,0,0,1
232,"Pompeo Ties Coronavirus to China Lab, Despite Spy Agencies¡¯ Uncertainty",Secretary of State Mike Pompeo backed President Trump¡¯s assertion that,2020/5/3,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/03/us/politics/coronavirus-pompeo-wuhan-china-lab.html,0,-0.8,1
320,U.S. Designates Four More Chinese News Organizations as Foreign Missions,The move brings to nine the total number of Chinese,2020/6/22,politics,1,nytimes,https://www.nytimes.com/2020/06/22/us/politics/us-china-news-organizations.html,0.125,0.825,1
233,China Quiets Talk of Coronavirus Cover-Up in Wuhan,Demands for accountability run afoul of China¡¯s nationalist narrative. A,2020/5/4,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/04/world/coronavirus-world-cases-deaths.html,0,-0.8,1
322,"E.U.-China Talks, Sweden, Working From Home: Your Tuesday Briefing",Here¡¯s what you need to know.,2020/6/23,politics,0,nytimes,https://www.nytimes.com/2020/06/23/briefing/european-union-china-sweden-working-from-home.html,0,0,1
323,Trump Defends China Trade Deal After Adviser Says It¡¯s ¡®Over¡¯,"Peter Navarro, the White House trade adviser, quickly walked back",2020/6/23,politics,0,nytimes,https://www.nytimes.com/2020/06/23/business/economy/trump-navarro-china-trade-deal.html,0,0,1
324,Stocks Rise After Trump Reaffirms China Trade Deal: Live Updates,The latest on stock market and business news during the,2020/6/23,business,1,nytimes,https://www.nytimes.com/2020/06/23/business/stock-market-today-coronavirus.html,0.136363636,0.827272727,1
325,"In Fight to Ban Dog Meat, China¡¯s Activists Find an Ally: The Coronavirus",A fast-growing network of activists sees the pandemic as an,2020/6/23,society,1,nytimes,https://www.nytimes.com/2020/06/23/world/asia/china-dog-meat.html,0,0.8,1
326,Warren and Booker Press Meatpackers on Exports to China,Senators Elizabeth Warren and Cory Booker questioned how companies could,2020/6/23,business,0,nytimes,https://www.nytimes.com/2020/06/23/business/warren-booker-china-meat.html,0,0,1
234,Stocks Waver as China Tensions Climb,The latest on stock market and business news during the,2020/5/4,business ,-1,nytimes,https://www.nytimes.com/2020/05/04/business/live-stock-market-coronavirus.html,0,-0.8,1
